run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes,scenario_name,objective_mode,aggregation_weighting,input_dim_g,input_dim_f,g0,skip_model_selection,scenario_seed,optimizer_seed,seed_pair_id,campaign_role,scenario_checksum,role,g0_display_label,alignment_label,primary_selection_metric,test_mse_used_for_selection,selection_source,study_claim,scenario_scope,scenario_metadata_path,config_path,result_path
ablation_interaction_fedgda_sample_size_confirmatory_03,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed103,paper_aligned,sample_size,43,43,interaction,true,103,1103,confirmatory_03,aggregation_ablation,1e1f8480a0e5151345382e2b36564bc0adcc4676dd3b54fad3d61b53e9e20774,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed103_metadata.json,,eicu_semisynth/fedgda_s/seed_1103/ablation_interaction_fedgda_sample_size_confirmatory_03
ablation_interaction_fedgda_sample_size_confirmatory_04,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed104,paper_aligned,sample_size,42,42,interaction,true,104,1104,confirmatory_04,aggregation_ablation,a11a979af51a1225438b464fe78289b209ae960dd4f6ffd21162c49037b96dc1,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed104_metadata.json,,eicu_semisynth/fedgda_s/seed_1104/ablation_interaction_fedgda_sample_size_confirmatory_04
ablation_interaction_fedgda_sample_size_confirmatory_05,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed105,paper_aligned,sample_size,43,43,interaction,true,105,1105,confirmatory_05,aggregation_ablation,89659dd1ac1d4787f04dd3f799bf5d81e541f8af71e3386641bbda2248df3f69,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed105_metadata.json,,eicu_semisynth/fedgda_s/seed_1105/ablation_interaction_fedgda_sample_size_confirmatory_05
ablation_interaction_fedogda_sample_size_confirmatory_01,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed101,paper_aligned,sample_size,43,43,interaction,true,101,1101,confirmatory_01,aggregation_ablation,df3d7034b80383cdd394c09c4dedec5fd1fb0bc62132f374a462f04372517760,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed101_metadata.json,,eicu_semisynth/fedogda_s/seed_1101/ablation_interaction_fedogda_sample_size_confirmatory_01
ablation_interaction_fedogda_sample_size_confirmatory_02,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed102,paper_aligned,sample_size,42,42,interaction,true,102,1102,confirmatory_02,aggregation_ablation,fb0128f1037dead36abbb8e197345dcb5084582337504267dad49033bdd81c20,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed102_metadata.json,,eicu_semisynth/fedogda_s/seed_1102/ablation_interaction_fedogda_sample_size_confirmatory_02
ablation_interaction_fedogda_sample_size_confirmatory_03,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed103,paper_aligned,sample_size,43,43,interaction,true,103,1103,confirmatory_03,aggregation_ablation,1e1f8480a0e5151345382e2b36564bc0adcc4676dd3b54fad3d61b53e9e20774,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed103_metadata.json,,eicu_semisynth/fedogda_s/seed_1103/ablation_interaction_fedogda_sample_size_confirmatory_03
ablation_interaction_fedogda_sample_size_confirmatory_04,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed104,paper_aligned,sample_size,42,42,interaction,true,104,1104,confirmatory_04,aggregation_ablation,a11a979af51a1225438b464fe78289b209ae960dd4f6ffd21162c49037b96dc1,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed104_metadata.json,,eicu_semisynth/fedogda_s/seed_1104/ablation_interaction_fedogda_sample_size_confirmatory_04
ablation_interaction_fedogda_sample_size_confirmatory_05,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,interaction_scenario_seed105,paper_aligned,sample_size,43,43,interaction,true,105,1105,confirmatory_05,aggregation_ablation,89659dd1ac1d4787f04dd3f799bf5d81e541f8af71e3386641bbda2248df3f69,aggregation_ablation,interaction,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/interaction_scenario_seed105_metadata.json,,eicu_semisynth/fedogda_s/seed_1105/ablation_interaction_fedogda_sample_size_confirmatory_05
ablation_mlp_fedgda_sample_size_confirmatory_01,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed101,paper_aligned,sample_size,43,43,mlp,true,101,1101,confirmatory_01,aggregation_ablation,8a57ab40293c69260f4ef8b8c29d3a3995cafe8f7e196bf34e20eb204d29bda4,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed101_metadata.json,,eicu_semisynth/fedgda_s/seed_1101/ablation_mlp_fedgda_sample_size_confirmatory_01
ablation_mlp_fedgda_sample_size_confirmatory_02,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed102,paper_aligned,sample_size,42,42,mlp,true,102,1102,confirmatory_02,aggregation_ablation,c543e3ddfe1e6d66e0d295bb9fbbb7ba2a1239f8bec147e95dcf5fbdac231fea,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed102_metadata.json,,eicu_semisynth/fedgda_s/seed_1102/ablation_mlp_fedgda_sample_size_confirmatory_02
ablation_mlp_fedgda_sample_size_confirmatory_03,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed103,paper_aligned,sample_size,43,43,mlp,true,103,1103,confirmatory_03,aggregation_ablation,64e65ffd3e0cf0087dbcb7487931f8929349a0047273b717e1bad19d1d72e41a,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed103_metadata.json,,eicu_semisynth/fedgda_s/seed_1103/ablation_mlp_fedgda_sample_size_confirmatory_03
ablation_mlp_fedgda_sample_size_confirmatory_04,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed104,paper_aligned,sample_size,42,42,mlp,true,104,1104,confirmatory_04,aggregation_ablation,00b48c6d18e5cf876f04ce1872652bc58d131a51a4b60b39a22e8c7c7e88b7d1,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed104_metadata.json,,eicu_semisynth/fedgda_s/seed_1104/ablation_mlp_fedgda_sample_size_confirmatory_04
ablation_mlp_fedgda_sample_size_confirmatory_05,eicu_study_a_v1,ablation,federated,fedgda_s,FEDGDA-S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,sgd,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed105,paper_aligned,sample_size,43,43,mlp,true,105,1105,confirmatory_05,aggregation_ablation,dbe636dad0f9008a944eaa6609b6dd9fbb147e6422ce43cea6b066e7764575ca,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed105_metadata.json,,eicu_semisynth/fedgda_s/seed_1105/ablation_mlp_fedgda_sample_size_confirmatory_05
ablation_mlp_fedogda_sample_size_confirmatory_01,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1101,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed101,paper_aligned,sample_size,43,43,mlp,true,101,1101,confirmatory_01,aggregation_ablation,8a57ab40293c69260f4ef8b8c29d3a3995cafe8f7e196bf34e20eb204d29bda4,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed101_metadata.json,,eicu_semisynth/fedogda_s/seed_1101/ablation_mlp_fedogda_sample_size_confirmatory_01
ablation_mlp_fedogda_sample_size_confirmatory_02,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1102,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed102,paper_aligned,sample_size,42,42,mlp,true,102,1102,confirmatory_02,aggregation_ablation,c543e3ddfe1e6d66e0d295bb9fbbb7ba2a1239f8bec147e95dcf5fbdac231fea,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed102_metadata.json,,eicu_semisynth/fedogda_s/seed_1102/ablation_mlp_fedogda_sample_size_confirmatory_02
ablation_mlp_fedogda_sample_size_confirmatory_03,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1103,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed103,paper_aligned,sample_size,43,43,mlp,true,103,1103,confirmatory_03,aggregation_ablation,64e65ffd3e0cf0087dbcb7487931f8929349a0047273b717e1bad19d1d72e41a,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed103_metadata.json,,eicu_semisynth/fedogda_s/seed_1103/ablation_mlp_fedogda_sample_size_confirmatory_03
ablation_mlp_fedogda_sample_size_confirmatory_04,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1104,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed104,paper_aligned,sample_size,42,42,mlp,true,104,1104,confirmatory_04,aggregation_ablation,00b48c6d18e5cf876f04ce1872652bc58d131a51a4b60b39a22e8c7c7e88b7d1,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed104_metadata.json,,eicu_semisynth/fedogda_s/seed_1104/ablation_mlp_fedogda_sample_size_confirmatory_04
ablation_mlp_fedogda_sample_size_confirmatory_05,eicu_study_a_v1,ablation,federated,fedogda_s,FEDOGDA-S,eicu_semisynth,1105,,/home/arnav22103/FederatedDeepGMM/results/eicu_study_a_demo_stage_a_v1_20260727,,implemented,not_started,false,,lr,FedAvg,ogda,3,3,500,1,3,natural,0.0,data,0.001,preregistered_fixed_no_tuning,0.01,10.0,1.0,1.0,100,60,200,false,0,aggregation ablation: sample_size arm; demo campaign fixed defaults; no tuning performed,mlp_scenario_seed105,paper_aligned,sample_size,43,43,mlp,true,105,1105,confirmatory_05,aggregation_ablation,dbe636dad0f9008a944eaa6609b6dd9fbb147e6422ce43cea6b066e7764575ca,aggregation_ablation,frozen_random_mlp,non_paper_aligned_aggregation_ablation,equal_client_validation_mse,false,validation_only,extension_no_published_target,demo,/home/arnav22103/FederatedDeepGMM/fedgmm/sp_decentralized_mnist_lr_example/data/eicu_semisynth/mlp_scenario_seed105_metadata.json,,eicu_semisynth/fedogda_s/seed_1105/ablation_mlp_fedogda_sample_size_confirmatory_05
